City,State,Country,CountryCode,PostalCode,Sex,EmailPromotion,EmailAddress,PhoneNumberType,OnlineOrderFlag,OrderQty,UnitPrice,SubTotal,TaxAmt,Freight,TotalDue,ShipMethod,ShipBase,ShipRate,FullDate
Shawnee,British Columbia,Canada,CA,V9B 5T2,,2,george20@adventure-works.com,Home,-1,1,34.99,63.97,5.1176,1.5993,70.6869,XRQ - TRUCK GROUND,3.95,0.99,2013-07-29
Cranbourne,Victoria,Australia,AU,3977,,1,george21@adventure-works.com,Home,-1,1,1700.99,1754.98,140.3984,43.8745,1939.2529,XRQ - TRUCK GROUND,3.95,0.99,2013-07-25
Wollongong,New South Wales,Australia,AU,2500,,2,george23@adventure-works.com,Cell,-1,1,21.98,2319.26,185.5408,57.9815,2562.7823,XRQ - TRUCK GROUND,3.95,0.99,2013-07-28
Springwood,New South Wales,Australia,AU,2777,,0,chloe46@adventure-works.com,Cell,-1,1,2384.07,2393.06,191.4448,59.8265,2644.3313,XRQ - TRUCK GROUND,3.95,0.99,2013-03-19
Springwood,New South Wales,Australia,AU,2777,,0,chloe46@adventure-works.com,Cell,-1,1,2.29,31.27,2.5016,0.7818,34.5534,XRQ - TRUCK GROUND,3.95,0.99,2013-08-12
Berlin,Saarland,Germany,DE,12171,,1,shannon38@adventure-works.com,Cell,-1,1,8.99,2407.04,192.5632,60.176,2659.7792,XRQ - TRUCK GROUND,3.95,0.99,2012-12-07
Paris,Seine (Paris),France,FR,75007,,0,philip9@adventure-works.com,Cell,0,3,20.994,54368.508,5208.7267,1627.7271,61204.9618,CARGO TRANSPORT 5,8.99,1.49,2014-04-04
Paris,Seine (Paris),France,FR,75007,,0,philip9@adventure-works.com,Cell,-1,1,2443.35,2481.82,198.5456,62.0455,2742.4111,XRQ - TRUCK GROUND,3.95,0.99,2013-11-06
Beaverton,Oregon,United States,US,97005,,1,philip12@adventure-works.com,Home,0,2,1466.01,33513.366,3224.1655,1007.5517,37745.0832,CARGO TRANSPORT 5,8.99,1.49,2014-04-09
Gloucestershire,England,United Kingdom,GB,GL7 1RY,,0,philip17@adventure-works.com,Home,0,1,72.876,28573.5744,2807.4181,877.3182,32258.3107,CARGO TRANSPORT 5,8.99,1.49,2014-04-08
Oxon,England,United Kingdom,GB,OX16 8RS,,1,brianna42@adventure-works.com,Home,0,1,461.694,29588.1083,2831.4863,884.8395,33304.4341,CARGO TRANSPORT 5,8.99,1.49,2014-05-25
Eilenburg,Brandenburg,Germany,DE,04838,,2,brianna45@adventure-works.com,Home,0,2,48.594,39913.8518,3811.584,1191.12,44916.5558,CARGO TRANSPORT 5,8.99,1.49,2014-05-10
Burbank,California,United States,US,91502,,0,brianna49@adventure-works.com,Cell,0,2,1430.442,37323.8223,3572.4081,1116.3775,42012.6079,CARGO TRANSPORT 5,8.99,1.49,2014-03-14
Cloverdale,South Australia,Australia,AU,6105,,0,victor14@adventure-works.com,Cell,0,4,44.994,47413.7171,4542.3746,1419.4921,53375.5838,CARGO TRANSPORT 5,8.99,1.49,2014-03-16
Colombes,Hauts de Seine,France,FR,92700,,0,victor17@adventure-works.com,Home,-1,1,21.49,60.47,4.8376,1.5118,66.8194,XRQ - TRUCK GROUND,3.95,0.99,2013-10-17
Langley,British Columbia,Canada,CA,V3A 4R2,,0,erik1@adventure-works.com,Home,-1,1,34.99,49.97,3.9976,1.2493,55.2169,XRQ - TRUCK GROUND,3.95,0.99,2011-11-20
Langley,British Columbia,Canada,CA,V3A 4R2,,0,erik1@adventure-works.com,Home,0,1,728.91,8070.408,774.7592,242.1122,9087.2794,CARGO TRANSPORT 5,8.99,1.49,2014-05-15
Leeds,England,United Kingdom,GB,LE18,,0,erik6@adventure-works.com,Home,-1,1,8.99,2393.06,191.4448,59.8265,2644.3313,XRQ - TRUCK GROUND,3.95,0.99,2011-11-04
Leeds,England,United Kingdom,GB,LE18,,0,erik6@adventure-works.com,Home,0,1,24.294,22748.73,2157.262,674.1444,25580.1364,CARGO TRANSPORT 5,8.99,1.49,2014-05-20
Metz,Moselle,France,FR,57000,,0,erik8@adventure-works.com,Home,0,2,1430.442,31295.106,3016.55,942.6719,35254.3279,CARGO TRANSPORT 5,8.99,1.49,2014-06-06
Dresden,Hessen,Germany,DE,01071,,2,erik15@adventure-works.com,Cell,-1,1,35.0,2369.97,189.5976,59.2493,2618.8169,XRQ - TRUCK GROUND,3.95,0.99,2011-11-27
Dresden,Hessen,Germany,DE,01071,,2,erik15@adventure-works.com,Cell,-1,1,4.99,67.97,5.4376,1.6993,75.1069,XRQ - TRUCK GROUND,3.95,0.99,2013-07-16
Dresden,Hessen,Germany,DE,01071,,0,erik18@adventure-works.com,Home,-1,1,28.99,33.98,2.7184,0.8495,37.5479,XRQ - TRUCK GROUND,3.95,0.99,2011-11-18
Dresden,Hessen,Germany,DE,01071,,0,erik18@adventure-works.com,Home,-1,1,8.99,2442.03,195.3624,61.0508,2698.4432,XRQ - TRUCK GROUND,3.95,0.99,2013-08-26
Newton,British Columbia,Canada,CA,V2M1S6,,0,erik21@adventure-works.com,Cell,0,13,5.2142,2842.5929,271.6556,84.8924,3199.1409,CARGO TRANSPORT 5,8.99,1.49,2014-05-12
Royal Oak,British Columbia,Canada,CA,V8X,,0,olivia35@adventure-works.com,Cell,0,2,202.332,17944.6404,1763.621,551.1315,20259.3929,CARGO TRANSPORT 5,8.99,1.49,2014-05-15
Westminster,British Columbia,Canada,CA,V3L 1H4,,0,cory1@adventure-works.com,Home,0,3,728.91,57771.7641,6201.0736,1937.8355,65910.6732,CARGO TRANSPORT 5,8.99,1.49,2014-05-17
Geelong,Victoria,Australia,AU,3220,,2,nelson12@adventure-works.com,Cell,-1,1,2384.07,2419.06,193.5248,60.4765,2673.0613,XRQ - TRUCK GROUND,3.95,0.99,2013-08-24
Springwood,New South Wales,Australia,AU,2777,,1,cory9@adventure-works.com,Cell,0,3,1466.01,56123.088,5394.6173,1685.8179,63203.5232,CARGO TRANSPORT 5,8.99,1.49,2014-05-25
Chatou,Yveline,France,FR,78400,,1,nelson21@adventure-works.com,Home,0,1,780.8182,3981.8541,389.3858,121.6831,4492.923,CARGO TRANSPORT 5,8.99,1.49,2014-04-05
Novato,California,United States,US,94947,,1,emma27@adventure-works.com,Home,0,2,72.876,63235.638,6079.7887,1899.934,71215.3607,CARGO TRANSPORT 5,8.99,1.49,2014-02-26
Sèvres,Hauts de Seine,France,FR,92310,,2,brett10@adventure-works.com,Home,0,5,672.294,68203.41,6549.5248,2046.7265,76799.6613,CARGO TRANSPORT 5,8.99,1.49,2013-12-25
Sèvres,Hauts de Seine,France,FR,92310,,2,brett10@adventure-works.com,Home,-1,1,2.29,1732.26,138.5808,43.3065,1914.1473,XRQ - TRUCK GROUND,3.95,0.99,2013-10-24
Cliffside,British Columbia,Canada,CA,V8Y 1L1,,1,brett12@adventure-works.com,Home,-1,1,24.99,63.97,5.1176,1.5993,70.6869,XRQ - TRUCK GROUND,3.95,0.99,2013-07-23
Cliffside,British Columbia,Canada,CA,V8Y 1L1,,1,brett12@adventure-works.com,Home,0,2,1466.01,30029.454,2881.3514,900.4223,33811.2277,CARGO TRANSPORT 5,8.99,1.49,2014-02-15
La Jolla,California,United States,US,92806,,1,brett13@adventure-works.com,Home,-1,1,24.99,27.28,2.1824,0.682,30.1444,XRQ - TRUCK GROUND,3.95,0.99,2011-12-29
La Jolla,California,United States,US,92806,,1,brett13@adventure-works.com,Home,-1,1,34.99,1249.84,99.9872,31.246,1381.0732,XRQ - TRUCK GROUND,3.95,0.99,2013-08-24
Burbank,California,United States,US,91502,,0,emma43@adventure-works.com,Cell,-1,1,54.99,2359.97,188.7976,58.9993,2607.7669,XRQ - TRUCK GROUND,3.95,0.99,2013-08-11
Burbank,California,United States,US,91502,,0,emma43@adventure-works.com,Cell,0,14,40.5942,27308.2224,2629.5045,821.7202,30759.4471,CARGO TRANSPORT 5,8.99,1.49,2013-11-26
Malabar,New South Wales,Australia,AU,2036,,0,brett15@adventure-works.com,Home,-1,1,4.99,2476.53,198.1224,61.9133,2736.5657,XRQ - TRUCK GROUND,3.95,0.99,2011-12-12
Malabar,New South Wales,Australia,AU,2036,,0,brett15@adventure-works.com,Home,-1,1,1214.85,1231.12,98.4896,30.778,1360.3876,XRQ - TRUCK GROUND,3.95,0.99,2013-08-02
Santa Cruz,California,United States,US,95062,,1,monica8@adventure-works.com,Home,-1,1,2.29,6.28,0.5024,0.157,6.9394,XRQ - TRUCK GROUND,3.95,0.99,2011-12-20
Santa Cruz,California,United States,US,95062,,1,monica8@adventure-works.com,Home,-1,1,2294.99,2329.98,186.3984,58.2495,2574.6279,XRQ - TRUCK GROUND,3.95,0.99,2013-08-17
Bellflower,California,United States,US,90706,,1,monica10@adventure-works.com,Home,0,3,461.694,31612.0704,3047.1695,952.2405,35611.4804,CARGO TRANSPORT 5,8.99,1.49,2014-04-19
Caloundra,Queensland,Australia,AU,4551,,0,byron2@adventure-works.com,Cell,0,3,1430.442,35538.9074,3400.7541,1062.7356,40002.3971,CARGO TRANSPORT 5,8.99,1.49,2014-06-16
Burien,Washington,United States,US,98168,,1,emma57@adventure-works.com,Home,0,2,32.394,28795.9976,2747.1052,858.4704,32401.5732,CARGO TRANSPORT 5,8.99,1.49,2014-03-01
Roissy en Brie,Seine et Marne,France,FR,77680,,2,holly8@adventure-works.com,Cell,-1,1,2.29,190.27,15.2216,4.7568,210.2484,XRQ - TRUCK GROUND,3.95,0.99,2013-10-19
Darlinghurst,New South Wales,Australia,AU,2010,,2,emma66@adventure-works.com,Home,-1,1,8.99,12.98,1.0384,0.3245,14.3429,XRQ - TRUCK GROUND,3.95,0.99,2013-07-05
Santa Monica,California,United States,US,90401,,1,holly11@adventure-works.com,Cell,0,2,323.994,32743.566,3155.3159,986.0362,36884.9181,CARGO TRANSPORT 5,8.99,1.49,2014-05-20
Lavender Bay,New South Wales,Australia,AU,2060,,0,gloria23@adventure-works.com,Cell,0,2,242.994,38783.562,3743.7681,1169.9275,43697.2576,CARGO TRANSPORT 5,8.99,1.49,2014-03-17
Lynnwood,Washington,United States,US,98036,,0,grace36@adventure-works.com,Home,-1,1,4.99,68.97,5.5176,1.7243,76.2119,XRQ - TRUCK GROUND,3.95,0.99,2013-08-27
Duesseldorf,Hessen,Germany,DE,40434,,1,donald20@adventure-works.com,Cell,-1,1,4.99,127.28,10.1824,3.182,140.6444,XRQ - TRUCK GROUND,3.95,0.99,2012-07-14
Duesseldorf,Hessen,Germany,DE,40434,,1,donald20@adventure-works.com,Cell,0,5,41.994,36550.8348,3614.5867,1129.5583,41294.9798,CARGO TRANSPORT 5,8.99,1.49,2014-03-22
Paris,Seine (Paris),France,FR,75002,,0,destiny54@adventure-works.com,Cell,-1,1,49.99,1219.45,97.556,30.4863,1347.4923,XRQ - TRUCK GROUND,3.95,0.99,2013-10-25
East Brisbane,Queensland,Australia,AU,4169,,0,joel4@adventure-works.com,Home,0,4,72.894,31229.8394,2984.5505,932.672,35147.0619,CARGO TRANSPORT 5,8.99,1.49,2014-06-17
Sydney,New South Wales,Australia,AU,1002,,2,joel6@adventure-works.com,Home,-1,1,3.99,6.28,0.5024,0.157,6.9394,XRQ - TRUCK GROUND,3.95,0.99,2012-01-04
Sydney,New South Wales,Australia,AU,1002,,2,joel6@adventure-works.com,Home,-1,1,3.99,82.97,6.6376,2.0743,91.6819,XRQ - TRUCK GROUND,3.95,0.99,2013-06-10
Newton,British Columbia,Canada,CA,V2M1S6,,0,joel13@adventure-works.com,Cell,-1,1,24.49,646.45,51.716,16.1613,714.3273,XRQ - TRUCK GROUND,3.95,0.99,2013-03-25
Newton,British Columbia,Canada,CA,V2M1S6,,0,joel13@adventure-works.com,Cell,0,12,27.879,96577.143,9280.1197,2900.0374,108757.3001,CARGO TRANSPORT 5,8.99,1.49,2014-04-24
Concord,California,United States,US,94519,,1,destiny60@adventure-works.com,Home,-1,1,29.99,69.97,5.5976,1.7493,77.3169,XRQ - TRUCK GROUND,3.95,0.99,2013-04-06
Concord,California,United States,US,94519,,1,destiny60@adventure-works.com,Home,0,2,1376.994,4256.964,407.4927,127.3415,4791.7982,CARGO TRANSPORT 5,8.99,1.49,2014-04-19
Fremont,California,United States,US,94536,,0,joel20@adventure-works.com,Cell,0,4,48.594,31788.3204,3097.9076,968.0961,35854.3241,CARGO TRANSPORT 5,8.99,1.49,2014-02-10
Paris,Seine (Paris),France,FR,75019,,1,alyssa24@adventure-works.com,Home,-1,1,34.99,39.98,3.1984,0.9995,44.1779,XRQ - TRUCK GROUND,3.95,0.99,2012-09-17
Paris,Seine (Paris),France,FR,75019,,1,alyssa24@adventure-works.com,Home,0,2,445.41,31535.622,3041.6956,950.5299,35527.8475,CARGO TRANSPORT 5,8.99,1.49,2014-05-11
Beverly Hills,California,United States,US,90210,,0,ronald9@adventure-works.com,Cell,-1,1,69.99,123.98,9.9184,3.0995,136.9979,XRQ - TRUCK GROUND,3.95,0.99,2013-09-16
Downey,California,United States,US,90241,,0,alyssa31@adventure-works.com,Cell,-1,1,1700.99,1735.98,138.8784,43.3995,1918.2579,XRQ - TRUCK GROUND,3.95,0.99,2012-12-29
Downey,California,United States,US,90241,,0,alyssa31@adventure-works.com,Cell,0,3,1308.9375,51710.6749,4963.7168,1551.1615,58225.5532,CARGO TRANSPORT 5,8.99,1.49,2014-05-24
Burien,Washington,United States,US,98168,,0,alyssa39@adventure-works.com,Cell,0,3,48.594,52952.3583,5560.3402,1737.6063,60250.3048,CARGO TRANSPORT 5,8.99,1.49,2014-04-29
Newcastle,New South Wales,Australia,AU,2300,,0,shannon34@adventure-works.com,Home,-1,1,1214.85,1249.84,99.9872,31.246,1381.0732,XRQ - TRUCK GROUND,3.95,0.99,2013-01-08
Newcastle,New South Wales,Australia,AU,2300,,0,shannon34@adventure-works.com,Home,-1,1,34.99,599.98,47.9984,14.9995,662.9779,XRQ - TRUCK GROUND,3.95,0.99,2013-06-08
San Gabriel,California,United States,US,91776,,0,phillip4@adventure-works.com,Home,-1,1,49.99,88.97,7.1176,2.2243,98.3119,XRQ - TRUCK GROUND,3.95,0.99,2013-09-20
Mill Valley,California,United States,US,94941,,2,phillip5@adventure-works.com,Cell,-1,1,4.99,133.47,10.6776,3.3368,147.4844,XRQ - TRUCK GROUND,3.95,0.99,2013-09-21
Boulogne-Billancourt,Hauts de Seine,France,FR,92100,,0,phillip15@adventure-works.com,Cell,0,2,200.052,54904.38,5300.3677,1656.3649,61861.1126,CARGO TRANSPORT 5,8.99,1.49,2014-05-24
Olympia,Washington,United States,US,98501,,0,phillip17@adventure-works.com,Home,-1,1,49.99,86.95,6.956,2.1738,96.0798,XRQ - TRUCK GROUND,3.95,0.99,2013-08-31
Melbourne,Victoria,Australia,AU,3000,,0,destiny65@adventure-works.com,Home,-1,1,8.99,91.96,7.3568,2.299,101.6158,XRQ - TRUCK GROUND,3.95,0.99,2012-10-17
Melbourne,Victoria,Australia,AU,3000,,0,destiny65@adventure-works.com,Home,0,3,338.994,47069.4121,4553.2508,1422.8909,53045.5538,CARGO TRANSPORT 5,8.99,1.49,2014-05-19
Tremblay-en-France,Seine Saint Denis,France,FR,93290,,0,joel17@adventure-works.com,Cell,-1,1,8.99,2398.05,191.844,59.9513,2649.8453,XRQ - TRUCK GROUND,3.95,0.99,2012-11-23
Tremblay-en-France,Seine Saint Denis,France,FR,93290,,0,joel17@adventure-works.com,Cell,0,1,1430.442,37202.7812,3571.9536,1116.2355,41890.9703,CARGO TRANSPORT 5,8.99,1.49,2014-05-06
Sedro Woolley,Washington,United States,US,98284,,0,ronald7@adventure-works.com,Cell,-1,1,4.99,39.98,3.1984,0.9995,44.1779,XRQ - TRUCK GROUND,3.95,0.99,2013-11-05
Sedro Woolley,Washington,United States,US,98284,,0,ronald7@adventure-works.com,Cell,-1,1,21.49,21.49,1.7192,0.5373,23.7465,XRQ - TRUCK GROUND,3.95,0.99,2012-10-31
Rockhampton,Queensland,Australia,AU,4700,,0,alyssa28@adventure-works.com,Home,-1,1,2.29,2344.26,187.5408,58.6065,2590.4073,XRQ - TRUCK GROUND,3.95,0.99,2013-04-01
Rockhampton,Queensland,Australia,AU,4700,,0,alyssa28@adventure-works.com,Home,0,1,338.994,26709.588,2561.7505,800.547,30071.8855,CARGO TRANSPORT 5,8.99,1.49,2013-11-23
Rockhampton,Queensland,Australia,AU,4700,,0,alyssa28@adventure-works.com,Home,0,3,1020.594,37520.64,3601.9455,1125.608,42248.1935,CARGO TRANSPORT 5,8.99,1.49,2014-04-30
Oxford,England,United Kingdom,GB,OX1,,2,alyssa34@adventure-works.com,Home,0,3,27.654,46703.1548,5298.9745,1655.9295,53658.0588,CARGO TRANSPORT 5,8.99,1.49,2013-12-13
Oxford,England,United Kingdom,GB,OX1,,2,alyssa34@adventure-works.com,Home,0,4,1430.442,36942.4556,3529.1148,1102.8484,41574.4188,CARGO TRANSPORT 5,8.99,1.49,2014-04-16
Oxford,England,United Kingdom,GB,OX1,,2,alyssa34@adventure-works.com,Home,-1,1,2443.35,2537.32,202.9856,63.433,2803.7386,XRQ - TRUCK GROUND,3.95,0.99,2011-07-19
Eilenburg,Brandenburg,Germany,DE,04838,,0,alyssa35@adventure-works.com,Cell,-1,1,63.5,103.48,8.2784,2.587,114.3454,XRQ - TRUCK GROUND,3.95,0.99,2013-07-12
Burien,Washington,United States,US,98168,,2,ronald23@adventure-works.com,Cell,-1,1,4.99,7.28,0.5824,0.182,8.0444,XRQ - TRUCK GROUND,3.95,0.99,2012-11-23
Burien,Washington,United States,US,98168,,2,ronald23@adventure-works.com,Cell,-1,1,769.49,880.44,70.4352,22.011,972.8862,XRQ - TRUCK GROUND,3.95,0.99,2013-06-05
Sunbury,Victoria,Australia,AU,3429,,0,alyssa40@adventure-works.com,Home,-1,1,29.99,69.97,5.5976,1.7493,77.3169,XRQ - TRUCK GROUND,3.95,0.99,2013-10-06
Drancy,Seine Saint Denis,France,FR,93700,,0,phillip11@adventure-works.com,Home,-1,1,2443.35,2451.3,196.104,61.2825,2708.6865,XRQ - TRUCK GROUND,3.95,0.99,2012-11-27
Drancy,Seine Saint Denis,France,FR,93700,,0,phillip11@adventure-works.com,Home,-1,1,7.95,2451.3,196.104,61.2825,2708.6865,XRQ - TRUCK GROUND,3.95,0.99,2013-06-09
Malabar,New South Wales,Australia,AU,2036,,0,shannon36@adventure-works.com,Cell,-1,1,34.99,2398.97,191.9176,59.9743,2650.8619,XRQ - TRUCK GROUND,3.95,0.99,2013-06-03
Malabar,New South Wales,Australia,AU,2036,,0,shannon36@adventure-works.com,Cell,-1,1,4.99,14.98,1.1984,0.3745,16.5529,XRQ - TRUCK GROUND,3.95,0.99,2012-11-18
Salem,Oregon,United States,US,97301,,0,phillip22@adventure-works.com,Cell,0,4,218.454,40255.9142,3856.1111,1205.0347,45317.06,CARGO TRANSPORT 5,8.99,1.49,2014-04-24
Melton,Victoria,Australia,AU,3337,,2,george12@adventure-works.com,Home,0,4,2.994,31604.671,3282.4438,1025.7637,35912.8785,CARGO TRANSPORT 5,8.99,1.49,2014-01-02
Caloundra,Queensland,Australia,AU,4551,,0,george13@adventure-works.com,Cell,0,1,1430.442,32372.328,3133.2236,979.1324,36484.684,CARGO TRANSPORT 5,8.99,1.49,2014-02-24
Lakewood,California,United States,US,90712,,1,olivia50@adventure-works.com,Home,0,4,41.994,209.97,18.1974,5.6867,233.8541,CARGO TRANSPORT 5,8.99,1.49,2014-05-27
Perth,South Australia,Australia,AU,6006,,0,olivia54@adventure-works.com,Cell,0,1,445.41,32109.4774,3057.4851,955.4641,36122.4266,CARGO TRANSPORT 5,8.99,1.49,2014-05-26
Edmonds,Washington,United States,US,98020,,0,olivia60@adventure-works.com,Home,0,8,28.8404,47413.7171,4542.3746,1419.4921,53375.5838,CARGO TRANSPORT 5,8.99,1.49,2014-03-19
Yakima,Washington,United States,US,98901,,2,shane9@adventure-works.com,Cell,0,3,338.994,31612.0704,3047.1695,952.2405,35611.4804,CARGO TRANSPORT 5,8.99,1.49,2014-04-24
High Wycombe,England,United Kingdom,GB,HP10 9QY,,0,shane12@adventure-works.com,Cell,-1,1,8.99,13.98,1.1184,0.3495,15.4479,XRQ - TRUCK GROUND,3.95,0.99,2013-10-12
Langford,British Columbia,Canada,CA,V9,,0,victoria29@adventure-works.com,Home,-1,1,4.99,2309.97,184.7976,57.7493,2552.5169,XRQ - TRUCK GROUND,3.95,0.99,2013-07-11
Oxford,England,United Kingdom,GB,OX14 4SE,,1,victoria34@adventure-works.com,Home,-1,1,28.99,132.94,10.6352,3.3235,146.8987,XRQ - TRUCK GROUND,3.95,0.99,2013-10-22
Burbank,California,United States,US,91502,,0,victoria38@adventure-works.com,Home,0,1,323.994,54076.886,5248.813,1640.2541,60965.9531,CARGO TRANSPORT 5,8.99,1.49,2014-04-18
Newton,British Columbia,Canada,CA,V2M1S6,,1,douglas8@adventure-works.com,Home,0,7,1308.9375,140078.3959,13697.6373,4280.5117,158056.5449,CARGO TRANSPORT 5,8.99,1.49,2014-04-27
Saarlouis,Saarland,Germany,DE,66740,,0,douglas10@adventure-works.com,Cell,0,8,1376.994,23960.9846,2302.4693,719.5217,26982.9756,CARGO TRANSPORT 5,8.99,1.49,2014-05-15
Hannover,Nordrhein-Westfalen,Germany,DE,30601,,2,victoria49@adventure-works.com,Home,0,2,200.052,108982.7474,10616.1592,3317.5497,122916.4563,CARGO TRANSPORT 5,8.99,1.49,2014-04-26
Burien,Washington,United States,US,98168,,0,douglas20@adventure-works.com,Home,-1,1,8.99,80.96,6.4768,2.024,89.4608,XRQ - TRUCK GROUND,3.95,0.99,2013-04-22
Burien,Washington,United States,US,98168,,0,douglas20@adventure-works.com,Home,0,2,41.994,38783.562,3743.7681,1169.9275,43697.2576,CARGO TRANSPORT 5,8.99,1.49,2014-03-17
Frankfurt,Bayern,Germany,DE,91480,,0,victoria55@adventure-works.com,Home,-1,1,4.99,73.96,5.9168,1.849,81.7258,XRQ - TRUCK GROUND,3.95,0.99,2013-08-08
London,England,United Kingdom,GB,SW8 1XD,,0,nelson19@adventure-works.com,Cell,0,5,1229.4589,44017.9573,4227.5104,1321.097,49566.5647,CARGO TRANSPORT 5,8.99,1.49,2013-12-06
St. Leonards,New South Wales,Australia,AU,2065,,0,raymond10@adventure-works.com,Home,0,1,356.898,68203.41,6549.5248,2046.7265,76799.6613,CARGO TRANSPORT 5,8.99,1.49,2013-12-26
Lavender Bay,New South Wales,Australia,AU,2060,,0,victoria64@adventure-works.com,Home,0,4,445.41,52756.092,5065.8345,1583.0733,59404.9998,CARGO TRANSPORT 5,8.99,1.49,2014-01-01
Vancouver,British Columbia,Canada,CA,V7L 4J4,,0,victoria68@adventure-works.com,Cell,0,1,323.994,33904.482,3240.9397,1012.7936,38158.2153,CARGO TRANSPORT 5,8.99,1.49,2014-01-22
Lynnwood,Washington,United States,US,98036,,1,brett0@adventure-works.com,Cell,-1,1,2.29,32.28,2.5824,0.807,35.6694,XRQ - TRUCK GROUND,3.95,0.99,2013-11-07
Drancy,Seine Saint Denis,France,FR,93700,,1,brett4@adventure-works.com,Cell,0,2,1391.994,3597.294,346.6051,108.3141,4052.2132,CARGO TRANSPORT 5,8.99,1.49,2014-03-19
Oak Bay,British Columbia,Canada,CA,V8P,,0,brett6@adventure-works.com,Cell,-1,1,35.0,2394.97,191.5976,59.8743,2646.4419,XRQ - TRUCK GROUND,3.95,0.99,2013-06-05
Oak Bay,British Columbia,Canada,CA,V8P,,0,brett6@adventure-works.com,Cell,-1,1,2.29,2.29,0.1832,0.0573,2.5305,XRQ - TRUCK GROUND,3.95,0.99,2011-11-18
Berlin,Saarland,Germany,DE,12171,,1,shannon38@adventure-works.com,Cell,-1,1,35.0,70.96,5.6768,1.774,78.4108,XRQ - TRUCK GROUND,3.95,0.99,2013-06-22
Berlin,Hamburg,Germany,DE,12311,,0,derek8@adventure-works.com,Home,-1,1,2319.99,2341.97,187.3576,58.5493,2587.8769,XRQ - TRUCK GROUND,3.95,0.99,2013-03-22
Berlin,Hamburg,Germany,DE,12311,,0,derek8@adventure-works.com,Home,0,2,37.152,2901.9075,271.7663,84.927,3258.6008,CARGO TRANSPORT 5,8.99,1.49,2014-04-02
Spokane,Washington,United States,US,99202,,1,derek9@adventure-works.com,Cell,-1,1,2384.07,2384.07,190.7256,59.6018,2634.3974,XRQ - TRUCK GROUND,3.95,0.99,2013-03-03
Spokane,Washington,United States,US,99202,,1,derek9@adventure-works.com,Cell,0,4,5.394,38575.0104,3688.1195,1152.5374,43415.6673,CARGO TRANSPORT 5,8.99,1.49,2014-04-28
Langford,British Columbia,Canada,CA,V9,,0,chloe59@adventure-works.com,Home,0,2,780.8182,129261.254,12556.6486,3923.9527,145741.8553,CARGO TRANSPORT 5,8.99,1.49,2014-05-22
Walla Walla,Washington,United States,US,99362,,0,chloe61@adventure-works.com,Home,-1,1,4.99,578.46,46.2768,14.4615,639.1983,XRQ - TRUCK GROUND,3.95,0.99,2013-03-25
Walla Walla,Washington,United States,US,99362,,0,chloe61@adventure-works.com,Home,-1,1,54.99,1197.41,95.7928,29.9353,1323.1381,XRQ - TRUCK GROUND,3.95,0.99,2013-07-17
Bellflower,California,United States,US,90706,,1,chloe65@adventure-works.com,Home,-1,1,21.98,2366.96,189.3568,59.174,2615.4908,XRQ - TRUCK GROUND,3.95,0.99,2012-03-24
Bellflower,California,United States,US,90706,,1,chloe65@adventure-works.com,Home,-1,1,54.99,77.96,6.2368,1.949,86.1458,XRQ - TRUCK GROUND,3.95,0.99,2013-08-11
Melton,Victoria,Australia,AU,3337,,0,chloe66@adventure-works.com,Cell,-1,1,4.99,49.97,3.9976,1.2493,55.2169,XRQ - TRUCK GROUND,3.95,0.99,2013-04-03
Melton,Victoria,Australia,AU,3337,,0,chloe66@adventure-works.com,Cell,-1,1,34.99,777.34,62.1872,19.4335,858.9607,XRQ - TRUCK GROUND,3.95,0.99,2013-11-01
München,Hamburg,Germany,DE,80074,,1,bradley12@adventure-works.com,Cell,-1,1,3.99,71.58,5.7264,1.7895,79.0959,XRQ - TRUCK GROUND,3.95,0.99,2013-09-04
Burbank,California,United States,US,91502,,1,bradley13@adventure-works.com,Cell,0,3,15.0,51197.9881,4917.5859,1536.7456,57652.3196,CARGO TRANSPORT 5,8.99,1.49,2014-06-21
West Covina,California,United States,US,91791,,1,bradley20@adventure-works.com,Cell,-1,1,24.99,1764.96,141.1968,44.124,1950.2808,XRQ - TRUCK GROUND,3.95,0.99,2013-05-21
West Covina,California,United States,US,91791,,1,bradley20@adventure-works.com,Cell,-1,1,24.99,122.95,9.836,3.0738,135.8598,XRQ - TRUCK GROUND,3.95,0.99,2013-09-25
Santa Monica,California,United States,US,90401,,2,bradley22@adventure-works.com,Cell,0,4,24.2945,37479.6554,3607.1944,1127.2482,42214.098,CARGO TRANSPORT 5,8.99,1.49,2013-12-12
Bellingham,Washington,United States,US,98225,,1,chloe85@adventure-works.com,Cell,-1,1,2443.35,2451.3,196.104,61.2825,2708.6865,XRQ - TRUCK GROUND,3.95,0.99,2013-07-17
Langley,British Columbia,Canada,CA,V3A 4R2,,1,chad6@adventure-works.com,Home,-1,1,8.99,2398.05,191.844,59.9513,2649.8453,XRQ - TRUCK GROUND,3.95,0.99,2013-10-16
West Covina,California,United States,US,91791,,1,judith5@adventure-works.com,Cell,-1,1,34.99,117.96,9.4368,2.949,130.3458,XRQ - TRUCK GROUND,3.95,0.99,2013-08-12
München,Hessen,Germany,DE,80074,,0,chad16@adventure-works.com,Home,0,7,5.394,52766.5746,5213.177,1629.1178,59608.8694,CARGO TRANSPORT 5,8.99,1.49,2014-04-03
